Occurred,City,State_x,Country,Shape,Summary,Link,Lat,Lng
2007-12-02 22:00:00,Santa Maria Huatulco,Oaxaca,Mexico,Sphere,"Huatulco ufo. Brown disc shape, flat sides. ""Windows"" showing.",https://nuforc.org/sighting/?id=59925,15.85,-96.3333
1996-04-06 02:00:00,Santa Maria Huatulco,Oaxaca,Mexico,Light,"A moving light that resembled a star but moved in a crazy, erratic fashion and then zipped away and disappeared",https://nuforc.org/sighting/?id=18398,15.85,-96.3333
2007-02-17 17:00:00,Culiacan,Sinaloa,Mexico,Unknown,Dark round hole in the clouds.,https://nuforc.org/sighting/?id=56500,24.8069,-107.3939
2006-11-16 23:00:00,Zapopan,Jalisco,Mexico,Sphere,"3 objects appear over my house, exactly over my head, I have pics.",https://nuforc.org/sighting/?id=55609,20.7167,-103.4
2006-09-02 20:00:00,Manzanillo,Colima,Mexico,Changing,"Photos taken on the coast in Manzanillo, Mexico",https://nuforc.org/sighting/?id=52261,19.0522,-104.3158
2006-08-03 22:50:00,Tecoman,Colima,Mexico,Sphere,"we seen an orange sphere that lasted for hours right above the ocean,it didnt move at all but it had a weird glow to it",https://nuforc.org/sighting/?id=51204,18.9089,-103.8747
2005-12-21 16:00:00,Durango,Durango,Mexico,Disk,I seen a four UFOs in Mexico clearly in the day time.,https://nuforc.org/sighting/?id=48007,24.025,-104.6675
2005-11-28 09:10:00,Guaymas,Sonora,Mexico,Fireball,"I was driving South on the road,Forme Hermosillo to Guaymas , the sky was blue, There was no clouds Somethinhg bright on the sky , call",https://nuforc.org/sighting/?id=47951,27.9183,-110.8933
1999-11-13 20:00:00,Guaymas,Sonora,Mexico,Orb,"small star gets bigger, bigger, explodes then smaller light left in it's place proceeds south-west at steady (satelite like)speed.",https://nuforc.org/sighting/?id=10416,27.9183,-110.8933
2005-03-10 18:34:00,La Paz,Baja California Sur,Mexico,Sphere,UFO in calm coastal Sunset sky.,https://nuforc.org/sighting/?id=48647,24.1422,-110.3108
2000-12-23 19:00:00,La Paz,Baja California Sur,Mexico,Orb,White orb of light hovering over Sierra Madre Mountains during Christmas week.,https://nuforc.org/sighting/?id=22454,24.1422,-110.3108
1996-05-01 12:00:00,La Paz,Baja California Sur,Mexico,Disk,"disc shape object shiny and abouth 20 meters in diameter hovering over agricultural fields in la moncada, gto, mexico",https://nuforc.org/sighting/?id=3323,24.1422,-110.3108
2004-11-16 17:05:00,Ojuelos de Jalisco,Jalisco,Mexico,Disk,al evisar fotografias de un paisaje tomado en la sierra de Tapalpa Jalisco descubri unos puntos negros al momento de hacer la ampliacio,https://nuforc.org/sighting/?id=40562,21.8667,-101.5833
2004-06-16 13:45:00,Malinalco,México,Mexico,Oval,"2 female friends at lunch in Malinalco, Mexico last June - saw small shiny silver oval/circular object for about 12 seconds",https://nuforc.org/sighting/?id=41237,18.9483,-99.4947
2003-12-02 20:30:00,Los Mochis,Sinaloa,Mexico,Circle,Large circular object with lights on top,https://nuforc.org/sighting/?id=32750,25.7835,-108.9937
2003-07-06 20:30:00,Los Mochis,Sinaloa,Mexico,Egg,glowing ball flying from south to north at the south end of the bay...  Bahia De Los Angeles Baja California Norte,https://nuforc.org/sighting/?id=29099,25.7835,-108.9937
2001-05-30 05:00:00,Los Mochis,Sinaloa,Mexico,Sphere,"Very bright glowing object would drop suddenly and rise again...and stay still. Looked like Venus, but moved",https://nuforc.org/sighting/?id=17366,25.7835,-108.9937
2003-10-13 12:30:00,Guasave,Sinaloa,Mexico,Changing,Change form getting energy,https://nuforc.org/sighting/?id=31454,25.5655,-108.4718
2003-09-02 22:18:00,Ajijic,Jalisco,Mexico,Sphere,"A bright red sphere with pulsating white light observed SE of Ajijic, Mexico for about 2 mins.",https://nuforc.org/sighting/?id=30642,20.3,-103.2833
2003-08-31 22:00:00,Ajijic,Jalisco,Mexico,Sphere,"We observed a red and bright white sphere for some 45 seconds, travelling rapidly in an arc from WSW to NE, below medium cloud cover.",https://nuforc.org/sighting/?id=35834,20.3,-103.2833
1998-12-05 19:00:00,Ajijic,Jalisco,Mexico,Light,"very bright pinpoint light w/ cone shape vapor trail. Observed for 5 min, looked to be at 3 to 5 k ft. pinpoint started to move and dis",https://nuforc.org/sighting/?id=15128,20.3,-103.2833
2003-05-10 13:00:00,Acambaro,Guanajuato,Mexico,Circle,Sighting of a white object flying at an impossible speed.,https://nuforc.org/sighting/?id=52152,20.0361,-100.7314
2002-09-13 19:01:00,Las Maravillas,Chiapas,Mexico,Unknown,"While reviewing pictures I had taken of the ocean view directly in front of my vacation rental, I discovered an image that was captured",https://nuforc.org/sighting/?id=24754,16.3667,-91.7333
2002-07-08 23:15:00,Chihuahua,Chihuahua,Mexico,Triangle,"Vimos una nave triangular con luz roja en cada punta del triangulo, volaba a una velocidad baja a unos 200 mts de altura, la noche esta",https://nuforc.org/sighting/?id=22944,28.6369,-106.0769
2002-04-02 20:05:00,Chihuahua,Chihuahua,Mexico,Light,"Looking at the sky,while visting my parents,we saw what we thought to be at first sight a satelite,except going at least 4 or 5 times t",https://nuforc.org/sighting/?id=22329,28.6369,-106.0769
2002-01-29 20:00:00,Chihuahua,Chihuahua,Mexico,Unknown,tres dias antes del avistamiento tuve un sueño muy bonito y que me ocasiono mucha tranquilidad en el cual veia muchas naves de un color,https://nuforc.org/sighting/?id=19027,28.6369,-106.0769
1999-06-15 13:00:00,Chihuahua,Chihuahua,Mexico,Other,"I think I saw contrails, but this day some military F-5 aircraft were passing by over the city, and I don´t know if they release a whit",https://nuforc.org/sighting/?id=12555,28.6369,-106.0769
2002-06-15 02:00:00,San Quintin,Baja California,Mexico,Other,Bright green aurora like bubble filled with an opaque ice color with bicycle wheel spokes of light meeting ta liquid metal colored disk,https://nuforc.org/sighting/?id=26107,30.4837,-115.95
2002-05-10 18:50:00,Cuauhtemoc,Chihuahua,Mexico,Oval,Un noticed,https://nuforc.org/sighting/?id=22414,28.405,-106.8667
2002-05-10 18:50:00,Cuauhtemoc,Chihuahua,Mexico,Oval,Un noticed,https://nuforc.org/sighting/?id=22414,19.3281,-103.6028
2001-05-28 12:00:00,Nueva Rosita,Coahuila,Mexico,Disk,One big silver saucer and two small saucer.  On the top of some hills out of the mines during the day 12:00pm. just for a few mintues.,https://nuforc.org/sighting/?id=17455,27.9372,-101.2172
2000-04-12 20:30:00,Mazamitla,Jalisco,Mexico,Light,Me and two other witnesses seen 3 lights in the sky on a evning walk.,https://nuforc.org/sighting/?id=180485,19.9153,-103.0208
2000-03-25 11:30:00,Isla,Veracruz,Mexico,Oval,"I photograhed my wife for a picture by the lighthouse.  When developted we noticed ""something"" that was not there before.",https://nuforc.org/sighting/?id=13301,18.0333,-95.5333
1998-12-05 19:00:00,Valle de Bravo,México,Mexico,Light,White bright light like a headlight with a cloudy proyection though heaven was clear. It suddenly disspareared leaving just the bright,https://nuforc.org/sighting/?id=20838,19.1925,-100.1306
1998-05-08 22:30:00,Tepatitlan de Morelos,Jalisco,Mexico,Light,We where on the road when we saw 2 long lights flying hirizontaly flashing alternatly. Then 2 or 3 sec. after it started decending and,https://nuforc.org/sighting/?id=31238,20.8139,-102.7639
1997-07-10 16:00:00,Tultitlan de Mariano Escobedo,México,Mexico,Triangle,vergel de la sierra mexico sightings black triangle ufo,https://nuforc.org/sighting/?id=24717,19.645,-99.1694
1997-05-15 22:00:00,Tehuacan,Puebla,Mexico,Oval,Oval object with half globe on the top and white-shiny haze around it,https://nuforc.org/sighting/?id=13565,18.4617,-97.3928
1996-03-29 15:00:00,Teotihuacan,México,Mexico,Disk,A disk-shaped flying object appeared above the Pyramid of the Sun at Teotihuacan in Mexico,https://nuforc.org/sighting/?id=173550,19.6897,-98.8608
1996-01-28 20:30:00,Aguascalientes,Aguascalientes,Mexico,Oval,"The witnesses of this sighting are my father,my brother and I, we were burning some electric cable in the ranch (San antonio de los Ped",https://nuforc.org/sighting/?id=74428,21.876,-102.296
1994-05-08 22:00:00,Apaseo el Grande,Guanajuato,Mexico,Oval,"UFO sighting and scanning sentsation in El Ajusco, Mexico",https://nuforc.org/sighting/?id=52033,20.5531,-100.6347
1991-12-01 22:00:00,Reynosa,Tamaulipas,Mexico,Formation,THEY WERE FLYING AT AT A FAST SPEED,https://nuforc.org/sighting/?id=64312,26.0922,-98.2778
1991-06-01 21:00:00,Zihuatanejo,Guerrero,Mexico,Cylinder,I looked up from a Beach called Los gatos and saw three circular disc in triangle formation shift forward and left  out of sight,https://nuforc.org/sighting/?id=56365,17.6444,-101.5511
