City,State,Lat,Lng
Chapala,Jalisco,20.2961,-103.1911
Acatic,Jalisco,20.7803,-102.91
San Martin de las Piramides,México,19.7333,-98.8167
Allende,Coahuila,28.3333,-100.8333
Fortin de las Flores,Veracruz,18.9,-97.0
Tapalpa,Jalisco,19.9445,-103.7585
Degollado,Jalisco,20.4667,-102.15
Valle Nacional,Oaxaca,17.7667,-96.3
Nogales,Veracruz,18.8167,-97.1667
Chocaman,Veracruz,19.0167,-97.0333
Altepexi,Puebla,18.35,-97.3167
Xoxocotla,Morelos,18.685,-99.2439
Texistepec,Veracruz,17.9,-94.8167
Chachahuantla,Puebla,20.2756,-98.1503
Pahuatlan de Valle,Puebla,20.2756,-98.1503
Tepexi de Rodriguez,Puebla,18.5833,-97.9333
Chapulhuacan,Hidalgo,21.1547,-98.9039
La Resolana,Jalisco,19.3425,-104.2878
Atoyac de Alvarez,Guerrero,17.2,-100.4333
Colonia General Felipe Angeles,Durango,23.9167,-104.6
Santa Maria Chilchotla,Oaxaca,18.2333,-96.8167
Las Vigas de Ramirez,Veracruz,19.6369,-97.1
Cruz Grande,Guerrero,16.7333,-99.1333
Huanimaro,Guanajuato,20.3675,-101.4969
Villa Hidalgo,Jalisco,21.6667,-102.6
Naranjos,Veracruz,21.3509,-97.6866
Teopisca,Chiapas,16.55,-92.5
Castillo de Teayo,Veracruz,20.75,-97.6333
Etzatlan,Jalisco,20.7667,-104.1333
Cardenas,San Luis Potosí,22.01,-99.652
Ciudad Miguel Aleman,Tamaulipas,26.4003,-99.0253
El Arenal,Jalisco,20.7,-103.6167
Comapa,Veracruz,19.165,-96.8856
Zimatlan de Alvarez,Oaxaca,16.8667,-96.7833
Tepetlixpa,México,19.0006,-98.8178
Peto,Yucatán,20.1256,-88.9214
Atlapexco,Hidalgo,21.0221,-98.3543
Calvillo,Aguascalientes,21.85,-102.7167
Colotlan,Jalisco,22.2,-103.3
Chiconcuac,México,19.55,-98.9
Lerdo de Tejada,Veracruz,18.638,-95.5085
San Juan Zitlaltepec,México,19.7167,-99.05
Hidalgotitlan,Veracruz,17.7833,-94.6333
Suchiapa,Chiapas,16.6181,-93.0942
Jesus Maria,Jalisco,20.6078,-102.2242
Cardonal,Hidalgo,20.6167,-99.1167
Jose Cardel,Veracruz,19.3667,-96.3667
Mapastepec,Chiapas,15.4411,-92.8916
Texcaltitlan,México,18.9297,-99.9372
Puerto Morelos,Quintana Roo,20.8536,-86.8753
Jamiltepec,Oaxaca,16.2833,-97.8167
Senguio,Michoacán,19.7328,-100.3522
Cacahoatan,Chiapas,14.9898,-92.1681
Cheran,Michoacán,19.6833,-101.95
Ixtlahuacan del Rio,Jalisco,20.8667,-103.25
Cotija de la Paz,Michoacán,19.8167,-102.6833
Santa Ana Jilotzingo,México,19.4,-99.2333
Vista Hermosa de Negrete,Michoacán,20.2717,-102.4749
San Ignacio Cerro Gordo,Jalisco,20.7333,-102.517
Ajacuba,Hidalgo,20.0833,-99.1167
Huehuetla,Puebla,20.1075,-97.6233
Tlalnelhuayocan,Veracruz,19.5667,-96.9667
Santa Catarina Juquila,Oaxaca,16.2379,-97.2914
Aldama,Chihuahua,28.8386,-105.9111
Asuncion Nochixtlan,Oaxaca,17.45,-97.2167
Santa Cruz Zenzontepec,Oaxaca,16.5333,-97.5
Coalcoman de Vazquez Pallares,Michoacán,18.7833,-103.1667
San Blas Atempa,Oaxaca,16.3167,-95.2167
Cuautitlan,Jalisco,19.4522,-104.3583
Filomeno Mata,Veracruz,20.2,-97.7
Santiago Ixcuintla,Nayarit,21.811,-105.2079
San Jose Tenango,Oaxaca,18.15,-96.7333
Pijijiapan,Chiapas,15.6833,-93.2167
San Sebastian Tutla,Oaxaca,17.0667,-96.6667
Xochiatipan de Castillo,Hidalgo,20.8333,-98.285
Tlacoachistlahuaca,Guerrero,16.7833,-98.2
Cuquio,Jalisco,20.929,-103.0229
Union de San Antonio,Jalisco,21.128,-102.006
Zapotlan del Rey,Jalisco,20.4674,-102.9248
San Bartolo Tutotepec,Hidalgo,20.4,-98.2
Villa Corona,Jalisco,20.3989,-103.6889
Mazapil,Zacatecas,24.6383,-101.5553
Benito Juarez,Veracruz,20.8833,-98.2
Amacuzac,Morelos,18.6,-99.37
Palau,Coahuila,27.9167,-101.4167
Santos Reyes Nopala,Oaxaca,16.1,-97.15
Compostela,Nayarit,21.2333,-104.9
Moloacan,Veracruz,17.9833,-94.35
Tenango de Doria,Hidalgo,20.3356,-98.2267
Ciudad Hidalgo,Chiapas,14.6792,-92.1497
Pajapan,Veracruz,18.2667,-94.6833
Tepatlaxco,Puebla,19.0667,-97.9667
Tasquillo,Hidalgo,20.6167,-99.25
Totutla,Veracruz,19.2167,-96.9667
Ziracuaretiro,Michoacán,19.4333,-101.9167
Mecayapan,Veracruz,18.2167,-94.8333
Tecolotlan,Jalisco,20.1,-103.8333
Ejutla de Crespo,Oaxaca,16.5672,-96.7308
Pisaflores,Hidalgo,21.1933,-99.005
Calnali,Hidalgo,20.9,-98.5833
Tlahuelilpan,Hidalgo,20.1297,-99.2286
San Felipe,Baja California,31.0275,-114.8353
Ignacio de la Llave,Veracruz,18.6618,-95.9721
Penamiller,Querétaro,21.0519,-99.815
Dzitbalche,Campeche,20.3167,-90.05
San Juan Lalana,Oaxaca,17.4667,-95.8833
Guadalupe Victoria,Puebla,19.2833,-97.3333
Zinapecuaro,Michoacán,19.8603,-100.8275
Alfajayucan,Hidalgo,20.4,-99.35
Salinas de Hidalgo,San Luis Potosí,22.628,-101.7156
San Julian,Jalisco,21.0167,-102.1667
Nuevo San Juan Parangaricutiro,Michoacán,19.4,-102.1333
Chinampa de Gorostiza,Veracruz,21.3667,-97.7333
Jilotepec,Veracruz,19.6097,-96.9511
Jalpa de Mendez,Tabasco,18.1764,-93.0631
Epitacio Huerta,Michoacán,20.1348,-100.2934
Santa Maria Petapa,Oaxaca,16.8167,-95.1167
Ciudad Guadalupe Victoria,Durango,24.4497,-104.1225
Zapotlan de Juarez,Hidalgo,19.9667,-98.85
Juchique de Ferrer,Veracruz,19.8333,-96.7
Cosautlan,Veracruz,19.3333,-96.9833
Oteapan,Veracruz,18.0,-94.6667
Santa Anita,Sonora,30.5118,-111.1234
Izamal,Yucatán,20.9314,-89.0178
Venustiano Carranza,Chiapas,16.3294,-92.5625
Santiago Tulantepec,Hidalgo,20.0397,-98.3575
Ciudad de Huitzuco,Guerrero,18.3,-99.35
El Rosario,Sinaloa,22.9922,-105.8572
Vicente Guerrero,Durango,23.75,-103.9833
Tlaltetela,Veracruz,19.3167,-96.9
Ixhuatlan del Sureste,Veracruz,18.017,-94.38
San Jacinto Amilpas,Oaxaca,17.1,-96.7667
La Cruz,Sinaloa,23.9214,-106.8919
Capilla de Guadalupe,Jalisco,20.65,-102.8
Tatahuicapan,Veracruz,18.25,-94.7667
Cosio,Aguascalientes,22.3667,-102.3
Cochoapa el Grande,Guerrero,17.2,-98.45
Madera,Chihuahua,29.19,-108.1414
Ayutla de los Libres,Guerrero,16.9,-99.2167
Tanhuato de Guerrero,Michoacán,20.2819,-102.3319
Amatitan,Jalisco,20.835,-103.731
Erongaricuaro,Michoacán,19.5833,-101.7167
Chilcuautla,Hidalgo,20.3333,-99.2333
Pureparo de Echaiz,Michoacán,19.9,-102.0167
Pichucalco,Chiapas,17.5086,-93.1178
Huasca de Ocampo,Hidalgo,20.2028,-98.5758
San Pedro Tapanatepec,Oaxaca,16.3667,-94.2
Zacualpan,México,18.7197,-99.78
Nopala de Villagran,Hidalgo,20.2528,-99.6433
Huitzilan,Puebla,19.9667,-97.6833
La Magdalena Tlaltelulco,Tlaxcala,19.2667,-98.2
El Arenal,Hidalgo,20.2167,-98.9167
Zozocolco de Hidalgo,Veracruz,20.1333,-97.5833
Acala,Chiapas,16.5533,-92.8069
Talpa de Allende,Jalisco,20.3806,-104.8222
Calkini,Campeche,20.3667,-90.05
Tecuala,Nayarit,22.4004,-105.46
Coquimatlan,Colima,19.2038,-103.8086
Chemax,Yucatán,20.655,-87.9372
San Mateo del Mar,Oaxaca,16.2,-94.9833
Huixcolotla,Puebla,18.9147,-97.7736
Cerritos,San Luis Potosí,22.4275,-100.2783
Tepetzintla,Veracruz,21.1658,-97.8511
Loreto,Baja California Sur,26.0128,-111.3433
Tlaxcala,Tlaxcala,19.3125,-98.24
Mineral del Monte,Hidalgo,20.1333,-98.6667
Tecpan de Galeana,Guerrero,17.25,-100.6833
Zontecomatlan de Lopez y Fuentes,Veracruz,20.7667,-98.3333
Guachochi,Chihuahua,26.8194,-107.07
Tlayacapan,Morelos,18.9556,-98.9811
Chiconquiaco,Veracruz,19.75,-96.8167
Nacozari Viejo,Sonora,30.3833,-109.6833
Churumuco de Morelos,Michoacán,18.6167,-101.6333
Santa Rosalia,Baja California Sur,27.3389,-112.2669
Tianguistengo,Hidalgo,20.7278,-98.6289
San Andres Timilpan,México,19.8667,-99.7333
El Barrio de la Soledad,Oaxaca,16.8,-95.1167
Cienega de Flores,Nuevo León,25.95,-100.1833
Bochil,Chiapas,16.9833,-92.9167
Almoloya de Alquisiras,México,18.85,-99.85
Juan Aldama,Zacatecas,24.291,-103.394
Grajales,Puebla,19.25,-97.7833
Santiago Jocotepec,Oaxaca,17.5833,-95.8833
Tepoztlan,Morelos,18.9853,-99.0997
Charcas,San Luis Potosí,23.1261,-101.1128
Santiago de Anaya,Hidalgo,20.3844,-98.9647
Ezequiel Montes,Querétaro,20.6667,-99.8833
Mazamitla,Jalisco,19.9153,-103.0208
Polotitlan de la Ilustracion,México,20.2253,-99.8154
Union de Tula,Jalisco,19.957,-104.268
Tampamolon Corona,San Luis Potosí,21.5667,-98.8167
San Pedro Pochutla,Oaxaca,15.7476,-96.4666
Aldama,Tamaulipas,22.9194,-98.0736
Guerrero Negro,Baja California Sur,27.9589,-114.0561
Tapilula,Chiapas,17.25,-93.0167
Ixcatepec,Veracruz,21.2333,-98.0
Chalma,Veracruz,21.2167,-98.4
Ilamatlan,Veracruz,20.7833,-98.45
Ascension,Chihuahua,31.0928,-107.9964
Villa Union,Sinaloa,23.1883,-106.2158
Cadereyta,Querétaro,20.7,-99.8167
Soyaniquilpan,México,19.9892,-99.4361
Miahuatlan,Puebla,18.2833,-97.2833
Villa Juarez,Sonora,27.1278,-109.8426
Santa Maria Jalapa del Marques,Oaxaca,16.4401,-95.4434
Singuilucan,Hidalgo,19.9675,-98.5178
Mazatlan Villa de Flores,Oaxaca,18.0167,-96.9167
La Crucecita,Oaxaca,15.7753,-96.1425
Tezontepec,Hidalgo,19.8833,-98.8167
Nacozari de Garcia,Sonora,30.3736,-109.6864
Chapantongo,Hidalgo,20.2833,-99.4
Valparaiso,Zacatecas,22.7667,-103.5667
Ayutla,Jalisco,20.0333,-104.4333
Nuevo Ideal,Durango,24.8875,-105.0728
Vicente Guerrero,Baja California,30.7264,-115.9903
Santa Cruz Amilpas,Oaxaca,17.0667,-96.6833
Pueblo Nuevo,Chiapas,17.15,-92.9
Huazalingo,Hidalgo,21.8156,-98.5078
Santiago Amoltepec,Oaxaca,16.6167,-97.5
Isla Mujeres,Quintana Roo,21.2333,-86.7333
Maxcanu,Yucatán,20.5833,-89.9833
Xalpatlahuac,Guerrero,17.3333,-98.65
El Fuerte,Sinaloa,26.4214,-108.62
Progreso,Baja California,32.5842,-115.5842
Bacalar,Quintana Roo,18.6769,-88.3953
Villa Sola de Vega,Oaxaca,16.5125,-96.9806
Eloxochitlan,Puebla,18.5088,-96.9227
Santa Ana Maya,Michoacán,20.0,-101.0167
San Pedro Jicayan,Oaxaca,16.4167,-97.9833
Santa Ana,Sonora,30.5406,-111.1205
San Miguel Xoxtla,Puebla,19.1833,-98.3
Mecatlan,Veracruz,20.2135,-97.6574
Emiliano Zapata,Hidalgo,19.65,-98.55
Pantepec,Chiapas,17.1833,-93.05
Tzintzuntzan,Michoacán,19.6283,-101.5789
Juchipila,Zacatecas,21.4103,-103.1175
Cuichapa,Veracruz,18.7667,-96.8667
Tempoal de Sanchez,Veracruz,21.5167,-98.3833
La Magdalena Chichicaspa,México,19.4181,-99.3228
Cocotitlan,México,19.2167,-98.85
Citlaltepec,Veracruz,21.3366,-97.8784
Yecuatla,Veracruz,19.8667,-96.7833
San Carlos Yautepec,Oaxaca,16.5,-96.1
Jacala,Hidalgo,21.0053,-99.1719
El Parral,Chiapas,16.3662,-93.0067
Panuco de Coronado,Durango,24.5392,-104.3253
Ojuelos de Jalisco,Jalisco,21.8667,-101.5833
Jaltenango,Chiapas,15.8725,-92.725
San Fernando,Chiapas,16.8717,-93.2063
Abasolo,Tamaulipas,24.0559,-98.3733
San Juan del Rio del Centauro del Norte,Durango,24.7667,-104.4667
Chiautla de Tapia,Puebla,18.3,-98.6039
Jose Maria Morelos,Quintana Roo,19.75,-88.7
Tolcayuca,Hidalgo,19.95,-98.9167
San Nicolas de los Ranchos,Puebla,19.0667,-98.4833
Angel R. Cabada,Veracruz,18.5969,-95.4453
San Pedro Ixcatlan,Oaxaca,18.15,-96.5
Mixtla de Altamirano,Veracruz,18.6,-97.0
Tlachichilco,Veracruz,20.6217,-98.1994
Tepetzintla,Puebla,19.9667,-97.8333
Santa Cruz Itundujia,Oaxaca,16.8667,-97.65
Jiquipilas,Chiapas,16.6677,-93.6505
Huandacareo,Michoacán,19.9906,-101.275
Espita,Yucatán,21.0128,-88.3047
Epazoyucan,Hidalgo,20.0177,-98.6361
Olintla,Puebla,20.1,-97.6833
Muna,Yucatán,20.48,-89.72
Sonoita,Sonora,31.8614,-112.8544
Ajijic,Jalisco,20.3,-103.2833
Tlacolulan,Veracruz,19.6667,-97.0
Zaragoza,Veracruz,17.9531,-94.6414
Villa Purificacion,Jalisco,19.8167,-104.7333
Amatenango del Valle,Chiapas,16.5167,-92.4
San Pablo Atlazalpan,México,19.2172,-98.909
Anenecuilco,Morelos,18.7781,-98.985
Gonzalez,Tamaulipas,22.8281,-98.4306
Temamatla,México,19.2028,-98.87
Pihuamo,Jalisco,18.95,-103.167
Zaragoza,Coahuila,28.4869,-100.9175
Jamapa,Veracruz,19.0411,-96.2411
Candelaria,Campeche,18.1835,-91.0463
Mineral de Angangueo,Michoacán,19.6167,-100.2833
San Luis de La Loma,Guerrero,17.2714,-100.8911
La Trinitaria,Chiapas,16.1203,-92.0408
Joquicingo,México,19.0556,-99.5467
Tezoatlan de Segura y Luna,Oaxaca,17.65,-97.8167
Saucillo,Chihuahua,28.0333,-105.2833
Tixkokob,Yucatán,21.0022,-89.3936
Acanceh,Yucatán,20.8133,-89.4524
Alamos,Sonora,27.0275,-108.94
Nacajuca,Tabasco,18.1692,-93.0197
Texcatepec,Veracruz,20.5833,-98.3667
Soyalo,Chiapas,16.9333,-92.9833
Villa Corzo,Chiapas,16.1848,-93.2677
Totolapan,Morelos,18.9869,-98.9197
Emiliano Zapata,Chiapas,16.5392,-92.8967
Villa Union,Durango,23.9667,-104.0333
Santa Barbara,Chihuahua,26.8133,-105.8203
Santa Catarina Ayotzingo,México,19.2647,-98.8975
Almoloya,Hidalgo,19.7,-98.4
Escuintla,Chiapas,15.3333,-92.6333
Altamirano,Chiapas,16.7361,-92.0389
San Ignacio Cohuirimpo,Sonora,27.05,-109.4167
Tenango del Aire,México,19.1575,-98.8581
San Juanito,Chihuahua,27.97,-107.6003
Tierra Colorada,Guerrero,17.1656,-99.5264
Candelaria Loxicha,Oaxaca,15.9167,-96.4833
Coacoatzintla,Veracruz,19.65,-96.9333
Las Veredas,Baja California Sur,23.1503,-109.7061
Santiago Tangamandapio,Michoacán,19.95,-102.4333
Teotlaltzingo,Puebla,19.2333,-98.4833
Santiago Suchilquitongo,Oaxaca,17.25,-96.8833
Cuatro Cienegas de Carranza,Coahuila,26.9861,-102.0664
Molango,Hidalgo,20.7844,-98.7175
Coroneo,Guanajuato,20.1333,-100.3333
Canatlan,Durango,24.52,-104.78
Teocuitatlan de Corona,Jalisco,20.0167,-103.1833
Agua Blanca Iturbide,Hidalgo,20.35,-98.35
Hecelchakan,Campeche,20.1667,-90.1333
Jaltocan,Hidalgo,21.1333,-98.5383
Chavinda,Michoacán,20.0167,-102.45
Minatitlan,Colima,19.3833,-104.05
Tlalixtac de Cabrera,Oaxaca,17.0667,-96.65
Tetela del Volcan,Morelos,18.8931,-98.7297
San Blas,Nayarit,21.5397,-105.2856
Akil,Yucatán,20.2656,-89.3478
Mexicaltzingo,México,19.2092,-99.5858
Cuapiaxtla de Madero,Puebla,18.9167,-97.8167
La Mision,Hidalgo,21.1,-99.1333
Chichihualco,Guerrero,17.655,-99.674
Ciudad Tula,Tamaulipas,23.0,-99.72
Parilla,Tabasco,17.9119,-92.9175
Benemerito,Chiapas,16.5158,-90.6533
Huejuquilla el Alto,Jalisco,22.6256,-103.8964
Pajacuaran,Michoacán,20.1178,-102.5667
San Pedro Huamelula,Oaxaca,16.0167,-95.6667
Platon Sanchez,Veracruz,21.2833,-98.3667
China,Nuevo León,25.7033,-99.2365
San Nicolas Buenos Aires,Puebla,19.1667,-97.55
Tzucacab,Yucatán,20.0708,-89.0506
Anahuac,Chihuahua,28.48,-106.7442
Cuicatlan,Oaxaca,17.8,-96.95
Coycoyan de las Flores,Guerrero,17.2667,-98.2667
Jilotlan de los Dolores,Jalisco,19.3719,-103.0193
Huichapan,Hidalgo,20.3733,-99.6489
Cuencame de Ceniceros,Durango,24.8667,-103.7
Tekit,Yucatán,20.5322,-89.3314
Etchojoa,Sonora,26.8667,-109.65
Ciudad Cuauhtemoc,Veracruz,21.2833,-98.3667
Santo Tomas de los Platanos,México,19.1817,-100.2589
Pueblo Viejo,México,19.179,-100.2984
San Gregorio Atzompa,Puebla,19.0224,-98.3445
Tepetlan,Veracruz,19.6667,-96.8
Comala,Colima,19.3208,-103.7603
Tila,Chiapas,17.3006,-92.4259
Xicotencatl,Tamaulipas,22.9958,-98.9447
Villa Aldama,Veracruz,19.65,-97.2333
Cuervos,Baja California,32.6308,-114.8569
Lototla,Hidalgo,20.8392,-98.7178
Chanal,Chiapas,16.6601,-92.2599
Tlahualilo de Zaragoza,Durango,26.1083,-103.4431
Seybaplaya,Campeche,19.6394,-90.6883
Caracuaro,Michoacán,19.0167,-101.1261
Santa Maria Jacatepec,Oaxaca,17.85,-96.2
San Juanito de Escobedo,Jalisco,20.8,-104.0
Halacho,Yucatán,20.4764,-90.0819
Zacualpan de Amilpas,Morelos,18.7836,-98.7594
Ecatzingo,México,18.95,-98.75
San Agustin de las Juntas,Oaxaca,17.0,-96.7167
Doctor Arroyo,Nuevo León,23.6667,-100.1667
San Pablo Huixtepec,Oaxaca,16.8167,-96.7833
Choix,Sinaloa,26.7086,-108.3253
Mascota,Jalisco,20.5235,-104.7886
Tlahuiltepa,Hidalgo,20.9233,-98.9497
Otumba,México,19.6989,-98.7572
Santa Isabel Cholula,Puebla,19.0,-98.3667
Santa Maria Ajoloapan,México,19.9692,-99.0353
Santo Domingo Petapa,Oaxaca,16.8167,-95.1333
Tecoh,Yucatán,20.7419,-89.4744
Ciudad Insurgentes,Baja California Sur,25.2617,-111.7744
Amatlan de los Reyes,Veracruz,18.8457,-96.9149
Coatetelco,Morelos,18.7294,-99.3256
San Pedro Atocpan,Ciudad de México,19.2006,-99.0492
Ixtapa Zihuatanejo,Guerrero,17.6367,-101.5514
Chilon,Chiapas,17.1055,-92.2715
San Francisco Ixhuatan,Oaxaca,16.35,-94.4833
Higuera de Zaragoza,Sinaloa,25.95,-109.2833
Tepechitlan,Zacatecas,21.6667,-103.3333
Lerma,Campeche,19.8,-90.6
Tzitzio,Michoacán,19.5856,-100.9231
San Francisco Chimalpa,México,19.4419,-99.3419
Almoloya del Rio,México,19.1586,-99.4886
La Junta,Chihuahua,28.4778,-107.3317
Santa Maria del Tule,Oaxaca,17.0465,-96.6363
Santa Cruz Atizapan,México,19.1756,-99.4886
San Jose de Gracia,Aguascalientes,22.15,-102.4167
Tepetitlan,Hidalgo,20.1842,-99.3808
Tataltepec de Valdes,Oaxaca,16.3064,-97.5461
Ayapango,México,19.1264,-98.8028
Santa Maria Xadani,Oaxaca,16.3667,-95.0167
San Juan Ixcaquixtla,Puebla,18.45,-97.8167
Hostotipaquillo,Jalisco,21.2167,-103.85
Lazaro Cardenas,Chihuahua,28.3897,-105.6236
Monte Escobedo,Zacatecas,22.3,-103.5667
Teotitlan,Oaxaca,18.1333,-97.0833
Pantelho,Chiapas,17.0,-92.4833
Rayon,México,19.1481,-99.58
Vicam Pueblo,Sonora,27.6422,-110.2897
El Espinal,Oaxaca,16.4906,-95.0444
Ahumada,Chihuahua,30.6186,-106.5122
Coahuitlan,Veracruz,20.2667,-97.7167
San Pedro Ixtlahuaca,Oaxaca,17.05,-96.8167
Ayotoxco de Guerrero,Puebla,20.1,-97.4
Bacobampo,Sonora,26.9889,-109.65
Hueyotlipan,Puebla,18.9,-97.85
San Pablo Villa de Mitla,Oaxaca,16.917,-96.4
San Quintin,Baja California,30.4837,-115.95
Esperanza,Sonora,27.58,-109.9298
Nautla,Veracruz,20.2167,-96.7833
Altata,Sinaloa,24.6333,-107.9167
Mazatan,Sonora,29.0167,-110.1333
Punta Prieta,Baja California,28.9289,-114.1556
